Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,posee_conectividad
CORDOBA,Totoral,Villa del Totoral,8211,SI,NO,NO,SI,NO,SI,SI,SI,SI,14168120,-30.7038437425366,-64.0682991778579,SI
CORDOBA,Tulumba,Cerro Colorado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-30.096944,-63.931111,NO
CORDOBA,Tulumba,Churqui Cañada,48,NO,NO,NO,NO,NO,NO,NO,NO,NO,14175020,-30.1681571983317,-63.9295889316832,NO
CORDOBA,Tulumba,El Rodeo,134,NO,NO,NO,NO,NO,NO,NO,NO,NO,14175030,-30.176079345889,-63.8679636143828,NO
CORDOBA,Tulumba,El Tuscal,79,NO,NO,NO,NO,NO,NO,NO,NO,NO,14175040,-29.7574368770199,-64.5298988550679,NO
CATAMARCA,La Paz,Recreo,11847,SI,NO,NO,NO,SI,SI,SI,SI,SI,10070140,-29.2768611237227,-65.0565641552447,SI
CATAMARCA,La Paz,San Antonio,1835,NO,NO,NO,NO,NO,SI,SI,SI,SI,10070150,-28.9331053161662,-65.0949655869377,SI
CATAMARCA,Paclín,Amadores,172,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077010,-28.2680363798746,-65.6462108146466,NO
CATAMARCA,Paclín,El Rosario,110,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077020,-27.9877541032226,-65.688606939529,NO
CATAMARCA,Paclín,La Bajada,97,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077030,-28.3920524907261,-65.6282649899935,NO
CATAMARCA,Paclín,La Higuera,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077040,-27.9352828616507,-65.699367489363,NO
CATAMARCA,Paclín,La Merced,1759,SI,NO,NO,NO,SI,SI,SI,NO,SI,10077050,-28.1537649054231,-65.6696062414473,SI
CATAMARCA,Paclín,La Viña,129,NO,NO,NO,NO,NO,SI,NO,NO,NO,10077060,-28.044445782746,-65.6079383578395,SI
CATAMARCA,Paclín,Las Lajas,136,NO,NO,NO,NO,SI,NO,NO,NO,NO,10077070,-27.826913357423,-65.7401079267206,SI
CATAMARCA,Paclín,Monte Potrero,186,NO,NO,NO,NO,NO,NO,NO,SI,SI,10077080,-28.19124607288,-65.670675013192,SI
CATAMARCA,Paclín,Palo Labrado,223,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077090,-28.3360934480518,-65.6274299147885,NO
CATAMARCA,Paclín,San Antonio,266,NO,NO,NO,NO,SI,SI,NO,NO,NO,10077100,-28.0073083693979,-65.726850392729,SI
CATAMARCA,Paclín,Villa de Balcozna,210,NO,NO,NO,NO,NO,NO,NO,NO,SI,10077110,-27.87835755933,-65.7190758944755,SI
CATAMARCA,Pomán,Apoyaco,76,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084010,-28.3006337911705,-66.1659791753183,NO
CATAMARCA,Pomán,Colana,478,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084020,-28.3432877302321,-66.1222559102194,NO
CATAMARCA,Pomán,Colpes,774,NO,NO,NO,NO,NO,SI,NO,NO,NO,10084030,-28.0606503909839,-66.2065039006705,SI
CATAMARCA,Pomán,El Pajonal (Est. Pomán),590,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084040,-28.3773148491306,-66.3017092655099,NO
CATAMARCA,Pomán,Joyango,53,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084050,-28.0731019653889,-66.1435569766782,NO
CATAMARCA,Pomán,Mutquin,1075,NO,NO,NO,NO,SI,NO,NO,NO,NO,10084060,-28.3178455729042,-66.1420642866296,SI
CATAMARCA,Pomán,Pomán,2856,NO,NO,NO,NO,SI,NO,SI,SI,SI,10084070,-28.3927801149204,-66.2220823999264,SI
CATAMARCA,Pomán,Rincón,523,NO,NO,NO,NO,NO,NO,SI,NO,SI,10084080,-28.2022631098293,-66.148799132888,SI
CATAMARCA,Pomán,San Miguel,413,NO,NO,NO,NO,NO,SI,NO,NO,NO,10084090,-28.1297413013666,-66.2019565174868,SI
BUENOS AIRES,Almirante Brown,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.8015580737331,-58.3914677191541,SI
BUENOS AIRES,Almirante Brown,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.8315415891783,-58.3986874871405,SI
BUENOS AIRES,Almirante Brown,Claypole,44098,SI,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.8044759080477,-58.3447825531042,SI
BUENOS AIRES,Almirante Brown,Don Orione,46366,NO,SI,NO,SI,NO,SI,NO,SI,SI,6028010,-34.8210751643113,-58.3447457989957,SI
BUENOS AIRES,Almirante Brown,Glew,61985,SI,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.8860114180413,-58.3818301842512,SI
BUENOS AIRES,Almirante Brown,Jose Mármol,43494,SI,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.7851442510713,-58.3681475603787,SI
BUENOS AIRES,La Plata,Arana,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6441030,-35.0300556104917,-57.8865250010855,SI
BUENOS AIRES,La Plata,Arturo Segui,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,6441030,-34.8907397135389,-58.132711650613,SI
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6441030,-34.9707544223488,-57.8108950283044,SI
BUENOS AIRES,La Plata,Barrio El Peligro,0,SI,NO,NO,NO,NO,NO,SI,SI,SI,6441030,-34.933333,-58.166667,SI
BUENOS AIRES,La Plata,Barrio Gambier,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6441030,-34.9359594527479,-57.9837630521994,SI
BUENOS AIRES,La Plata,Barrio Las Malvinas,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6441030,-34.9374880163466,-58.0093954169858,SI
BUENOS AIRES,La Plata,Barrio Las Quintas,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,6441030,-34.9257210987549,-58.0393403036748,SI
BUENOS AIRES,La Plata,City Bell,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,6441030,-34.8879382744371,-58.0582328038691,SI
BUENOS AIRES,La Plata,Country Club El Rodeo,262,NO,NO,NO,NO,NO,NO,NO,SI,SI,6441010,-35.0794688053886,-58.1393275732941,SI
BUENOS AIRES,La Plata,El Retiro,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,6441030,-34.9476175562489,-57.9957432212034,SI
BUENOS AIRES,La Plata,Esquina Negra,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6441030,-35.038806066743,-58.0593061620077,SI
BUENOS AIRES,La Plata,Ignacio Correas,108,NO,NO,NO,NO,NO,SI,NO,NO,NO,6441020,-35.0345600341406,-57.8440249586726,SI
BUENOS AIRES,La Plata,Joaquin Gorina,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,6441030,-34.9017817335757,-58.039185928571,SI
BUENOS AIRES,La Plata,Jose Hernandez,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,6441030,-34.8985896635727,-58.0143972026636,SI
BUENOS AIRES,La Plata,Jose Melchor Romero,0,NO,SI,NO,SI,NO,NO,NO,SI,SI,6441030,-34.9455092438623,-58.0362904746611,SI
BUENOS AIRES,La Plata,La Cumbre,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6441030,-34.9235917717359,-58.0019478733944,SI
LA PAMPA,Rancul,Ingeniero Foster,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,42126020,-35.7014889174834,-65.1025535202338,NO
LA PAMPA,Rancul,La Maruja,1168,NO,SI,NO,NO,SI,NO,SI,NO,NO,42126030,-35.671688678266,-64.940569826581,SI
FORMOSA,Pirané,Pirané,20335,NO,NO,NO,SI,SI,SI,NO,SI,SI,34056040,-25.7306417902346,-59.1075205904775,SI
FORMOSA,Pirané,Villa Kilómetro 213,4675,NO,NO,NO,NO,NO,SI,SI,NO,SI,34056050,-26.1864626491659,-59.3683950578867,SI
FORMOSA,Ramón Lista,El Potrillo,3371,NO,NO,NO,NO,NO,SI,NO,NO,NO,34063010,-23.1607663192891,-62.0107787024286,SI
FORMOSA,Ramón Lista,El Quebracho,415,NO,NO,NO,NO,NO,SI,NO,NO,NO,34063030,-23.3394869143818,-61.8734659544108,SI
FORMOSA,Ramón Lista,General Mosconi,1902,NO,NO,NO,SI,SI,SI,SI,NO,NO,34063020,-23.1827186246626,-62.304068544241,SI
JUJUY,Cochinoca,Abdón Castro Tolay,279,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007010,-23.3386411031225,-66.0901432282825,NO
JUJUY,Cochinoca,Abra Pampa,8705,NO,NO,NO,NO,SI,SI,SI,NO,SI,38007020,-22.7215697648051,-65.6932137518832,SI
JUJUY,Cochinoca,Abralaite,56,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007030,-23.1538168323179,-65.7853351958793,NO
JUJUY,Cochinoca,Agua de Castilla,96,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007035,-23.2161107288132,-65.8126832832967,NO
JUJUY,Cochinoca,Casabindo,118,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007040,-22.9439052333036,-66.0287330395054,NO
JUJUY,Cochinoca,Cochinoca,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007050,-22.7419005409313,-65.897292507348,NO
JUJUY,Cochinoca,La Redonda,45,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007055,-22.5289792213782,-65.5227806528915,NO
JUJUY,Cochinoca,Puesto del Marquéz,255,NO,NO,NO,SI,NO,NO,NO,NO,SI,38007060,-22.5351797700612,-65.6988399422374,SI
JUJUY,Cochinoca,Quebraleña,53,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007063,-23.2858702882652,-65.7700882487411,NO
JUJUY,Cochinoca,Quera,34,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007067,-23.1008393564743,-65.7628638580427,NO
JUJUY,Cochinoca,Rinconadillas,189,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007070,-23.2886643513195,-65.9412335357817,NO
JUJUY,Cochinoca,San Francisco de Alfarcito,169,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007080,-23.2753025226875,-65.9463804620407,NO
JUJUY,Cochinoca,Santa Ana de la Puna,41,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007085,-23.1466006001565,-66.0321033317768,NO
JUJUY,Cochinoca,Santuario de Tres Pozos,152,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007090,-23.5155069556653,-65.9476128685398,NO
JUJUY,Cochinoca,Tambillos,122,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007095,-22.8895749670499,-65.9630137674565,NO
JUJUY,Cochinoca,Tusaquillas,134,NO,NO,NO,NO,NO,NO,NO,NO,NO,38007100,-23.1709455394342,-65.9732427949322,NO
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,82,NO,NO,NO,NO,NO,SI,NO,NO,NO,38021065,-23.9482980868379,-65.2984613199784,SI
JUJUY,Doctor Manuel Belgrano,Guerrero,518,SI,SI,NO,SI,NO,NO,SI,SI,SI,38021010,-24.1861828032769,-65.444631251669,SI
BUENOS AIRES,General San Martín,Villa Ballester,36272,SI,SI,NO,SI,NO,SI,SI,SI,SI,6371010,-34.5422846822324,-58.5583177179822,SI
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,8519,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5905899097986,-58.5396606594168,SI
BUENOS AIRES,General San Martín,Villa Chacabuco,5179,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5796744853293,-58.523036970803,SI
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,22369,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5595169115142,-58.5772769308184,SI
BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,6311,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5470506011052,-58.5694391894093,SI
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,29982,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.51253320696,-58.5801478288493,SI
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,18828,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.553116323608,-58.5669976603922,SI
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,11866,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5612567076697,-58.5553936643491,SI
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6116,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5433989252454,-58.5755928423118,SI
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,21113,NO,SI,NO,SI,NO,SI,NO,SI,SI,6371010,-34.5507646909435,-58.5284854572959,SI
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,16376,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010,-34.5383846467918,-58.5491721010066,SI
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,82576,SI,SI,SI,SI,NO,SI,SI,SI,SI,6434010,-34.723808815713,-58.397669711018,SI
BUENOS AIRES,Lanús,Valentín Alsina,41716,SI,SI,SI,SI,NO,SI,SI,SI,SI,6434010,-34.672035526127,-58.4134851675076,SI
BUENOS AIRES,Laprida,Laprida,8840,SI,SI,NO,SI,NO,NO,SI,SI,SI,6448010,-37.5467976434903,-60.7970535965801,SI
BUENOS AIRES,Laprida,Pueblo Nuevo,36,NO,NO,NO,NO,NO,SI,NO,NO,NO,6448020,-37.3263227,-60.9098409,SI
BUENOS AIRES,Laprida,Pueblo San Jorge,248,NO,NO,NO,NO,NO,SI,SI,NO,NO,6448030,-37.2298626892886,-60.9621658450441,SI
BUENOS AIRES,Las Flores,Coronel Boerr,15,NO,NO,NO,NO,NO,SI,NO,NO,NO,6455010,-35.9414440334215,-59.0693547287839,SI
BUENOS AIRES,Las Flores,El Trigo,43,NO,NO,NO,NO,NO,SI,NO,NO,NO,6455020,-35.8815483511482,-59.4063369903389,SI
BUENOS AIRES,Las Flores,Las Flores,21455,SI,NO,NO,SI,SI,SI,SI,SI,SI,6455030,-36.0154969145348,-59.1004659218434,SI
BUENOS AIRES,Las Flores,Pardo,159,NO,NO,NO,NO,NO,SI,NO,SI,SI,6455040,-36.2437580460508,-59.3662916338311,SI
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,318,SI,NO,NO,NO,NO,SI,NO,SI,SI,6462010,-34.4418003349,-61.8448787838164,SI
BUENOS AIRES,Leandro N. Alem,El Dorado,318,NO,NO,NO,NO,SI,SI,SI,NO,NO,6462020,-34.6528608747523,-61.5829085058874,SI
BUENOS AIRES,Leandro N. Alem,Fortín Acha,103,NO,NO,NO,NO,NO,SI,NO,NO,NO,6462030,-34.3430420274499,-61.5156655267073,SI
FORMOSA,Pilcomayo,Clorinda,52837,SI,SI,NO,SI,SI,SI,SI,SI,SI,34049010,-25.2921612747741,-57.7178091082588,SI
FORMOSA,Pilcomayo,Laguna Blanca,7411,SI,NO,NO,SI,NO,SI,SI,SI,SI,34049020,-25.1302522059542,-58.2458430258241,SI
FORMOSA,Pilcomayo,Laguna Naick-Neck,2479,SI,NO,NO,NO,SI,SI,SI,NO,SI,34049030,-25.2193910506962,-58.1230791260523,SI
FORMOSA,Pilcomayo,Palma Sola,212,NO,NO,NO,NO,NO,SI,NO,NO,SI,34049040,-25.2475512345955,-57.9768403788083,SI
FORMOSA,Pilcomayo,Puerto Pilcomayo,669,NO,NO,NO,NO,NO,SI,NO,NO,NO,34049050,-25.3688131700972,-57.6524943008573,SI
FORMOSA,Pilcomayo,Riacho He-He,4304,NO,NO,NO,SI,NO,SI,SI,SI,SI,34049060,-25.3617117019838,-58.2782518825352,SI
FORMOSA,Pilcomayo,Riacho Negro,720,NO,NO,NO,NO,NO,SI,NO,NO,SI,34049070,-25.4224320225992,-57.7914545139812,SI
FORMOSA,Pilcomayo,Siete Palmas,863,SI,NO,NO,SI,NO,SI,SI,NO,SI,34049080,-25.2015076619063,-58.330676377416,SI
FORMOSA,Pirané,Colonia Campo Villafañe,4494,NO,NO,NO,SI,NO,SI,SI,NO,SI,34056010,-26.2048681517277,-59.0780331803401,SI
FORMOSA,Pirané,El Colorado,14228,SI,NO,NO,NO,SI,SI,NO,NO,SI,34056020,-26.3117354640006,-59.3684434678409,SI
FORMOSA,Pirané,Palo Santo,6379,NO,SI,NO,NO,SI,SI,SI,SI,SI,34056030,-25.5639063797961,-59.3360059836081,SI
LA PAMPA,Rancul,Parera,2030,NO,NO,NO,SI,SI,SI,SI,SI,SI,42126040,-35.1462930750947,-64.5006491231723,SI
LA PAMPA,Rancul,Pichi Huinca,228,NO,NO,NO,SI,NO,NO,SI,NO,NO,42126050,-35.6473423932767,-64.7695280662632,SI
LA PAMPA,Rancul,Quetrequén,392,NO,NO,NO,SI,SI,SI,SI,NO,NO,42126060,-35.0548439319726,-64.5213693396743,SI
LA PAMPA,Rancul,Rancul,3322,NO,NO,NO,SI,SI,SI,SI,NO,SI,42126070,-35.0661985558406,-64.683114985952,SI
LA PAMPA,Realicó,Adolfo Van Praet,279,NO,SI,NO,NO,SI,NO,SI,NO,NO,42133010,-35.0179130302315,-64.035117861781,SI
LA PAMPA,Realicó,Alta Italia,1350,NO,NO,NO,NO,SI,SI,SI,NO,NO,42133020,-35.3338595551664,-64.1182405361085,SI
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),300,NO,NO,NO,SI,NO,SI,SI,NO,NO,42133030,-35.0415558502239,-64.3847126106129,SI
LA PAMPA,Realicó,Embajador Martini,1336,SI,NO,NO,SI,SI,NO,SI,NO,SI,42133040,-35.3861854808904,-64.2836857257322,SI
LA PAMPA,Realicó,Falucho,177,NO,NO,NO,NO,SI,SI,SI,NO,NO,42133050,-35.1890814426625,-64.1038732251149,SI
LA PAMPA,Realicó,Ingeniero Luiggi,4659,NO,NO,NO,SI,SI,SI,SI,SI,SI,42133060,-35.3837504384968,-64.4685685991593,SI
LA PAMPA,Realicó,Ojeda,70,NO,NO,NO,NO,NO,SI,NO,NO,NO,42133070,-35.3068277686526,-64.0054725550363,SI
LA PAMPA,Realicó,Realicó,7343,SI,NO,SI,SI,SI,SI,SI,SI,SI,42133080,-35.0368857536117,-64.2454209673953,SI
LA PAMPA,Toay,Cachirulo,40,NO,NO,NO,NO,NO,NO,NO,SI,SI,42140005,-36.7473961516096,-64.3673907018325,SI
BUENOS AIRES,Pergamino,La Violeta,1041,NO,NO,NO,NO,SI,NO,SI,SI,SI,6623060,-33.7347851403163,-60.1701773086428,SI
BUENOS AIRES,Pergamino,Manuel Ocampo,1078,SI,NO,NO,NO,NO,NO,SI,SI,SI,6623070,-33.7647232673599,-60.6492429333859,SI
BUENOS AIRES,Pergamino,Mariano Benítez,168,NO,NO,NO,NO,NO,NO,SI,NO,NO,6623080,-33.7090270411103,-60.5842599045876,SI
BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),993,NO,NO,NO,NO,SI,NO,NO,SI,SI,6623090,-33.9149979004605,-60.8383550657724,SI
BUENOS AIRES,Pergamino,Pergamino,91399,SI,SI,SI,SI,SI,SI,SI,SI,SI,6623100,-33.8949900563191,-60.5716400794952,SI
BUENOS AIRES,Pergamino,Pinzón,393,NO,NO,NO,NO,NO,SI,NO,NO,NO,6623110,-33.9947211174052,-60.7316480040989,SI
BUENOS AIRES,Pergamino,Rancagua,695,SI,NO,NO,SI,NO,NO,SI,NO,SI,6623120,-34.0303722475767,-60.5042327001336,SI
BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),1144,NO,NO,NO,NO,NO,NO,NO,SI,SI,6623130,-33.6647037443081,-60.7084372635626,SI
BUENOS AIRES,Pergamino,Villa San José,145,SI,NO,NO,NO,NO,NO,SI,NO,NO,6623140,-34.0906695795004,-60.4162716627136,SI
BUENOS AIRES,Pila,Casalins,66,NO,NO,NO,NO,NO,SI,NO,SI,NO,6630010,-36.3181419923689,-58.5525025522873,SI
BUENOS AIRES,Pila,Pila,2502,NO,NO,SI,SI,NO,SI,SI,SI,SI,6630020,-36.0014746137723,-58.1427778873885,SI
BUENOS AIRES,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6638040,-34.4220055807037,-58.9528378824193,SI
BUENOS AIRES,Pilar,Club de Campo Larena - Los Quinchos,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,6638040,-34.3911412682883,-59.0007332098308,SI
BUENOS AIRES,Pilar,Country Club El Jagüel,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6638040,-34.400000,-59.0219,SI
LA RIOJA,Arauco,Aimogasta,12249,SI,SI,NO,SI,SI,SI,SI,SI,SI,46007010,-28.5589898446523,-66.8272851017638,SI
LA RIOJA,Arauco,Arauco,852,NO,NO,NO,NO,SI,SI,NO,NO,NO,46007020,-28.5834031870202,-66.8036412937626,SI
LA RIOJA,Arauco,Bañado de los Pantanos,534,NO,NO,NO,NO,NO,SI,NO,NO,NO,46007030,-28.3871788034279,-66.8369122348367,SI
LA RIOJA,Arauco,Estación Mazán,407,NO,NO,NO,NO,SI,SI,NO,NO,SI,46007040,-28.6648262993633,-66.5166195609666,SI
LA RIOJA,Arauco,Machigasta,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,,-28.5410843774809,-66.8070296105313,SI
LA RIOJA,Arauco,San Antonio,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,,-28.5553801376497,-66.8013856528183,SI
LA RIOJA,Arauco,Termas de Santa Teresita,124,NO,NO,NO,NO,NO,NO,NO,NO,NO,46007045,-28.591774966521,-66.5563885931113,NO
LA RIOJA,Arauco,Villa Mazán,1090,NO,NO,NO,NO,NO,SI,SI,NO,NO,46007050,-28.6586281834455,-66.5552758852995,SI
LA RIOJA,Capital,La Rioja,178872,SI,SI,SI,SI,SI,SI,SI,SI,SI,46014010,-29.4217827668094,-66.856675379963,SI
LA RIOJA,Castro Barros,Aminga,833,NO,SI,NO,SI,NO,SI,SI,NO,NO,46021010,-28.8554609845772,-66.9376617661779,SI
LA RIOJA,Castro Barros,Anillaco,1573,NO,SI,NO,SI,SI,NO,SI,NO,SI,46021020,-28.8155900262519,-66.9439245714904,SI
LA RIOJA,Castro Barros,Anjullón,418,NO,SI,NO,SI,NO,SI,SI,NO,NO,46021030,-28.7272509428901,-66.9328944677286,SI
LA RIOJA,Castro Barros,Chuquis,236,NO,SI,NO,NO,NO,NO,NO,NO,NO,46021040,-28.8979801822511,-66.9765194957537,SI
LA RIOJA,Castro Barros,Los Molinos,244,NO,SI,NO,NO,NO,SI,NO,NO,NO,46021050,-28.7544152281739,-66.9389202939919,SI
LA RIOJA,Castro Barros,Pinchas,390,NO,SI,NO,NO,NO,SI,NO,NO,NO,46021060,-28.9370760269909,-66.9665171496043,SI
LA RIOJA,Castro Barros,San Pedro,298,NO,SI,NO,NO,NO,SI,SI,NO,NO,46021070,-28.6697090457958,-66.9281338379098,SI
CABA,COMUNA 01,RETIRO,65413,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5884243429366,-58.3759359131827,SI
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,NO,NO,NO,SI,NO,NO,NO,SI,NO,,-28.4127884506849,-65.7175369854892,SI
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,,-28.3495576813874,-65.7091195877043,SI
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,,-28.4198487342191,-65.6988377960377,SI
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,NO,NO,NO,NO,NO,SI,NO,SI,NO,,-28.3734473479931,-65.7081292515981,SI
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,NO,NO,NO,NO,NO,NO,SI,NO,NO,10063020,-28.3087173740113,-65.7222098439933,SI
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,NO,NO,NO,NO,NO,NO,NO,NO,NO,10063030,-28.3178432457188,-65.7423447192215,NO
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-28.4237766788262,-65.7062134320732,SI
CATAMARCA,Fray Mamerto Esquiú,San José,10242,NO,NO,NO,NO,NO,NO,NO,SI,SI,10063040,-28.3887321458271,-65.7062701247999,SI
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,740,NO,NO,NO,NO,SI,NO,NO,NO,SI,10063050,-28.2754665210832,-65.733431477509,SI
CATAMARCA,La Paz,Casa de Piedra,251,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070010,-29.649289010725,-65.5171151597056,NO
CABA,COMUNA 01,SAN NICOLAS,29273,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6036683192305,-58.3805143256131,SI
CATAMARCA,La Paz,El Aybal,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070020,-29.1066140404485,-65.339695207396,NO
CATAMARCA,La Paz,El Bañado,123,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070030,-29.1832354089391,-65.4161459216901,NO
CATAMARCA,La Paz,El Divisadero,70,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070040,-29.1937184157281,-65.4233403523442,NO
CATAMARCA,La Paz,El Quimilo,63,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070050,-29.9534214435134,-65.3926406151323,NO
CATAMARCA,La Paz,Esquiú,1019,NO,NO,NO,NO,NO,NO,NO,SI,SI,10070060,-29.3790661944991,-65.2898287859815,SI
CATAMARCA,La Paz,Icaño,2104,NO,NO,NO,NO,SI,NO,SI,SI,SI,10070070,-28.9308886124085,-65.2902158081112,SI
CATAMARCA,La Paz,La Dorada,218,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070080,-29.2804387843954,-65.4766321943102,NO
CATAMARCA,La Paz,La Guardia,493,NO,NO,NO,NO,NO,NO,NO,NO,SI,10070090,-29.5496731497758,-65.4504857993817,SI
CATAMARCA,La Paz,Las Esquinas,136,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070100,-28.7644628061471,-65.1120210167305,NO
CATAMARCA,La Paz,Las Palmitas,126,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070110,-28.6402396947153,-64.9870716926629,NO
CATAMARCA,La Paz,Quirós,1156,NO,NO,NO,NO,NO,SI,SI,NO,SI,10070120,-28.7883056058069,-65.1007302335708,SI
CATAMARCA,La Paz,Ramblones,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070130,-29.1582844511715,-65.374945475853,NO
BUENOS AIRES,La Plata,Villa Elisa,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,6441030,-34.8776205187118,-58.0907139194439,SI
BUENOS AIRES,La Plata,Villa Elvira,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,6441030,-34.9406437624757,-57.9214984675578,SI
BUENOS AIRES,La Plata,Villa Garibaldi,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6441030,-34.9986517196678,-57.8404966243711,SI
BUENOS AIRES,La Plata,Villa Montoro,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6441030,-34.9634490535296,-57.9025001308298,SI
BUENOS AIRES,La Plata,Villa Parque Sicardi,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6441030,-34.9830288461923,-57.8674653074052,SI
